yr_cleaned,start,era,era_cleaned,sub_era,sub-sub-era,event_cleaned,source_text,sub-key,type,y-key,pivot,source_cleaned
1000 BBY,-1000,The Great Peace of the Republic,The Great Peace of the Republic,0,,"The Seventh Battle of Ruusan ends when Kaan, influenced by Darth Bane, uses the thought bomb to eradicate his enemies—but the thought bomb kills all of the Sith as well.",Darth Bane: Path of Destruction,1,Legends,1,0,Other
1000 BBY,-1000,The Great Peace of the Republic,The Great Peace of the Republic,0,,Zorba Desilijic Tiure is born on Nal Hutta. (Approximate date),,0,Legends,2,0,Other
1000 BBY,-1000,The Old Republic (c. 25 millennia – c. 1000 BBY),The Old Republic,Fall of the Old Republic (c. 5000 – c. 1000 BBY),c. 5000 – c. 1000 BBY,Pre-Dark Age,,0,Canon,3,0,Other
1000 BBY,-1000,The Great Peace of the Republic,The Great Peace of the Republic,0,,Aruk Besadii Aora is born on Nal Hutta. (Approximate date),,2,Legends,4,0,Other
1000 BBY,-1000,The Old Republic (c. 25 millennia – c. 1000 BBY),The Old Republic,Fall of the Old Republic (c. 5000 – c. 1000 BBY),Pre-Dark Age,The Mandalorian Jedi Tarre Vizsla creates the Darksaber.,"1,000 years before the fall of the Galactic Republic and the reign of the Galactic Empire equates to around 1000 BBY since the time periods are dated to around 0 BBY by Star Wars: Galactic Atlas.",1,Canon,5,0,Other
1000 BBY,-1000,The Old Republic (c. 25 millennia – c. 1000 BBY),The Old Republic,Fall of the Old Republic (c. 5000 – c. 1000 BBY),Pre-Dark Age,"By this point, the Middle Era of the Old Republic has occured. Bith operas existed at that time.","Star Wars Propaganda: A History of Persuasive Art in the Galaxy states that the Dark Age was a period of time between the collapse of the Old Republic and the formation of the modern Galactic Republic., Star Wars Propaganda: A History of Persuasive Art in the Galaxy",3,Canon,6,0,Other
1000 BBY,-1000,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Chancellor Tarsus Valorum presides over the Ruusan Reformation, which dismantles the Republic's central authority, abolishing the Republic's standing armed forces and reorganizing its millions of sectors into 1,024 regional sectors, each represented by a single Senator.",The Essential Atlas,4,Legends,7,0,Other
1000 BBY,-1000,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Gran settle on Malastare and establish the Gran Protectorate. (Approximate date),,5,Legends,8,0,Other
1000 BBY,-1000,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Chiss Ascendancy reaches its largest extent of twenty-eight colony worlds.,,6,Legends,9,0,Other
1000 BBY,-1000,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Republic Dark Age comes to an end.,,7,Legends,10,0,Other
1000 BBY,-1000,The Great Peace of the Republic,The Great Peace of the Republic,0,,The last of the Rakata die out.,,8,Legends,11,0,Other
1000 BBY,-1000,The Old Republic (c. 25 millennia – c. 1000 BBY),The Old Republic,Fall of the Old Republic (c. 5000 – c. 1000 BBY),Pre-Dark Age,Collapse of the Galactic Republic; beginning of the Dark Age.," Star Wars Rebels – ""Trials of the Darksaber"", The Star Wars Book",2,Canon,12,0,Rebels
1000 BBY,-1000,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Darth Bane founds the Order of the Sith Lords, a new Sith Order with only one master and one apprentice at a time, also known as the Rule of Two. Each subsequent Sith would bear the title Darth.",,3,Legends,13,0,Other
990 BBY,-990,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Khommites reach the pinnacle of their civilization.,,0,Legends,1,1,Other
990 BBY,-990,The Great Peace of the Republic,The Great Peace of the Republic,0,,Darth Bane goes to Tython and finds the holocron of Belia Darzu.,,1,Legends,2,1,Other
980 BBY,-980,The Great Peace of the Republic,The Great Peace of the Republic,0,,Darth Bane finds the holocron of Darth Andeddu.,,0,Legends,1,0,Other
980 BBY,-980,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Massacre on Doan occurs.,,1,Legends,2,0,Other
980 BBY,-980,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Darth Zannah kills Darth Bane on Ambria and becomes the new Dark Lord of the Sith, taking on Darth Cognus as her apprentice.",,2,Legends,3,0,Other
973 BBY,-973,Republic Era (c. 1000–19 BBY),Republic Era,c. 1000 – c. 300 BBY,,Maz Kanata is born.,"It is stated in Aftermath: Empire's End, which takes place one year after the Battle of Endor and thus in the year 5 ABY since the latter battle is dated by Star Wars: Galactic Atlas to 4 ABY, that the Anchorite sect of Jakku bound itself to the Jedi Order a thousand years before. Thus, it could be found that the servants of the light side of the Force that believed in suffering being the basis of life bound itself to the Jedi in around 1000 BBY., The events of Star Wars Jedi: Fallen Order occur five years after the establishment of the Galactic Empire, which Star Wars: Galactic Atlas dates to 19 BBY. Therefore, it can be deduced that the events of Fallen Order took place in 14 BBY. Since Fallen Order states that the Jedi Temple on Ilum was constructed ""a thousand years ago,"" the temple must have been constructed around 1014 BBY.",0,Canon,1,1,Other
965 BBY,-965,Republic Era (c. 1000–19 BBY),Republic Era,c. 1000 – c. 300 BBY,,The Dai Bendu Monastery is constructed on Mount Izukika of the planet Kijimi.," Maz Kanata in the Databank (backup link), According to Star Wars: The Rise of Skywalker: The Visual Dictionary, Maz Kanata was born 1,007 years before the Starkiller Incident. Since Star Wars: Galactic Atlas dates the Incident to 34 ABY, it could be found that Kanata was born circa 973 BBY.",0,Canon,1,0,ST
965 BBY,-965,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Chiss Ascendancy passes the Non-Aggression Law.,,0,Legends,2,0,Other
915 BBY,-915,The Great Peace of the Republic,The Great Peace of the Republic,0,,Sise Fromm is born.,,0,Legends,1,1,Other
902 BBY,-902,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Barabel War finally ends after many millennia.,,0,Legends,1,0,Other
900 BBY,-900,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Quintad emigrate to Eriadu from Corulag.,,0,Legends,1,1,Other
899 BBY,-899,The Great Peace of the Republic,The Great Peace of the Republic,0,,"The Pact of Almera is signed, signifying Thyrsus' independence from the Echani Command.",,0,Legends,1,0,Other
896 BBY,-896,Republic Era (c. 1000–19 BBY),Republic Era,c. 1000 – c. 300 BBY,,Yoda is born.,Poe Dameron: Free Fall,0,Canon,1,1,Other
896 BBY,-896,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Fae Coven, Grand Master of the Jedi Order, dies. (Approximate date)",,0,Legends,2,1,Other
896 BBY,-896,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Yoda is born on an unknown planet, and later begins his training with Hysalrian Jedi Master N'Kata Del Gormo on an unknown swamp planet.",,1,Legends,3,1,Other
881 BBY,-881,The Great Peace of the Republic,The Great Peace of the Republic,0,,Popara Anjiliac Diresto is born on Nar Shaddaa.,,0,Legends,1,0,Other
873 BBY,-873,The Great Peace of the Republic,The Great Peace of the Republic,0,,Industrial Automaton is founded.,,0,Legends,1,1,Other
867 BBY,-867,Republic Era (c. 1000–19 BBY),Republic Era,c. 1000 – c. 300 BBY,,Naboo joins the Galactic Republic.,"According to Star Wars: The Rise of Skywalker: The Visual Dictionary, the Dai Bendu Monastery was constructed on Kijimi a thousand years prior to the planet's destruction depicted in Star Wars: Episode IX The Rise of Skywalker. As events of The Rise of Skywalker took place a year after the Starkiller Incident, as established by The Visual Dictionary, and because Star Wars: Galactic Atlas states that the Incident occured in 34 ABY, it could be calculated, per the galactic calendar, that the monastery was constructed around the time of 965 BBY.",0,Canon,1,0,ST
867 BBY,-867,The Great Peace of the Republic,The Great Peace of the Republic,0,,Naboo joins the Galactic Republic.," Star Wars: The Clone Wars – ""Crisis on Naboo""",0,Legends,2,0,TCW
850 BBY,-850,The Great Peace of the Republic,The Great Peace of the Republic,0,,"A box containing a 10,000 year old lightsaber is discovered on Ossus.",,0,Legends,1,1,Other
832 BBY,-832,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Theed Royal Palace is constructed.,,0,Legends,1,0,Other
832 BBY,-832,Republic Era (c. 1000–19 BBY),Republic Era,c. 1000 – c. 300 BBY,,"Theed is founded, and the Theed Royal Palace is constructed in the same year under the direction of King Jafan.",Star Wars Jedi: Fallen Order,0,Canon,2,0,Other
800 BBY,-800,The Great Peace of the Republic,The Great Peace of the Republic,0,,Yoda begins to train Jedi in the ways of the Force.,,0,Legends,1,1,Other
797 BBY,-797,Republic Era (c. 1000–19 BBY),Republic Era,c. 1000 – c. 300 BBY,,Yoda begins to train Jedi in the ways of the Force.,"The caption of image 17 of  Yoda Biography Gallery in the Databank (backup link) establishes that Yoda was 900 years of age when he passed away. As this is depicted in Star Wars: Episode VI Return of the Jedi, the events of which are dated to 4 ABY by Star Wars: Galactic Atlas, it could be found that Yoda was born circa 896 BBY.",0,Canon,1,0,OT
796 BBY,-796,The Great Peace of the Republic,The Great Peace of the Republic,0,,Yoda is granted the title of Jedi Master.,,0,Legends,1,1,Other
750 BBY,-750,The Great Peace of the Republic,The Great Peace of the Republic,0,,Nam Chorios is established as a prison colony.,,0,Legends,1,0,Other
738 BBY,-738,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Mandalorian Excision occurs after Mandalore refuses to join the Republic in the wake of the Ruusan Reformation.,,0,Legends,1,1,Other
719 BBY,-719,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Aldera Royal Palace is constructed.,,0,Legends,1,0,Other
704 BBY,-704,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Outer Expansion Zone is established.,,0,Legends,1,1,Other
700 BBY,-700,The Great Peace of the Republic,The Great Peace of the Republic,0,,Gardula Besadii the Elder is born on Nal Hutta.,,2,Legends,1,0,Other
700 BBY,-700,The Great Peace of the Republic,The Great Peace of the Republic,0,,An Alderaan Biotics operation is established on Borleias.,,1,Legends,2,0,Other
700 BBY,-700,The Great Peace of the Republic,The Great Peace of the Republic,0,,B'omarr monks arrive on Tatooine.,The Essential Atlas,0,Legends,3,0,Other
690s BBY,-690,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Battles of the Black Delve are fought.,,0,Legends,1,1,Other
620 BBY,-620,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Antarian Rangers are established.,,0,Legends,1,0,Other
620 BBY,-620,Republic Era (c. 1000–19 BBY),Republic Era,c. 1000 – c. 300 BBY,,The Antarian Rangers are founded to assist the Jedi Order as a security force on Antar IV.,"In ""Crisis on Naboo,"" Supreme Chancellor Palpatine is kidnapped by Cad Bane ""eight-hundred and forty-seven years [after] Naboo joined the Republic."" As Star Wars: Galactic Atlas establishes the kidnapping's date to 20 BBY, it could be found that Naboo joined the Republic circa 867 BBY.",0,Canon,2,0,Other
610 BBY,-610,The Great Peace of the Republic,The Great Peace of the Republic,0,,Dewlannamapia is born on Kashyyyk.,,0,Legends,1,1,Other
600 BBY,-600,Republic Era (c. 1000–19 BBY),Republic Era,c. 1000 – c. 300 BBY,,Jabba Desilijic Tiure is born on Nal Hutta.,"In Star Wars: Episode V The Empire Strikes Back, Yoda tells Luke Skywalker that he has been training Jedi for 800 years. As the events of the film are dated to 3 BBY by Star Wars: Galactic Atlas, it could be found that Yoda began training Jedi around 797 BBY.,  Star Wars Helmet Collection 2 (Databank A-Z: Alzoc III—Antilles)",0,Canon,1,0,OT
600 BBY,-600,The Great Peace of the Republic,The Great Peace of the Republic,0,,A family of Tepasi nobles establish a profitable mining operation in the Christoph system. (Approximate date),,0,Legends,2,0,Other
600 BBY,-600,The Great Peace of the Republic,The Great Peace of the Republic,0,,Zorba Desilijic Tiure takes control of the Desilijic kajidic. (Approximate date),,1,Legends,3,0,Other
600 BBY,-600,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Jedi Knight Allya is exiled to Dathomir and would eventually found the Witches of Dathomir there.,,2,Legends,4,0,Other
600 BBY,-600,The Great Peace of the Republic,The Great Peace of the Republic,0,,Jabba Desilijic Tiure is born on Nal Hutta.,Star Wars: The Ultimate Visual Guide,3,Legends,5,0,Other
592 BBY,-592,The Great Peace of the Republic,The Great Peace of the Republic,0,,Gandle Ott is colonized by Humans.,,0,Legends,1,1,Other
571 BBY,-571,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Clatear and the Nhoras begin a large-scale species-based feud.,,0,Legends,1,0,Other
552 BBY,-552,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Dark Lord of the Sith Darth Gravid is slain by his apprentice, Darth Gean, during a duel on Jaguada.",,0,Legends,1,1,Other
550 BBY,-550,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Bandit Alkhara moves into what would eventually become Jabba's Palace. His slaughter of a tribe of Sand people begins the centuries-long Tusken/Human blood feud.,,0,Legends,1,0,Other
532 BBY,-532,The Great Peace of the Republic,The Great Peace of the Republic,0,,Many Quarren and Mon Calamari are taken as laborers to Lamaredd.,,0,Legends,1,1,Other
522 BBY,-522,Republic Era (c. 1000–19 BBY),Republic Era,c. 1000 – c. 300 BBY,,The Citadel is built on Lola Sayu to imprison rogue Jedi.,"Star Wars: Absolutely Everything You Need to Know establishes that Jabba Desilijic Tiure was 604 years old at the time of his death, which, per Star Wars: Galactic Atlas, occurred in 4 ABY. Thus, it could be found that Jabba's birth took place circa 600 BBY.",0,Canon,1,0,Other
520 BBY,-520,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Ark of Baron Auletphant is collected by the Baobab Archives on Manda.,The Essential Atlas,0,Legends,1,1,Other
519 BBY,-519,The Great Peace of the Republic,The Great Peace of the Republic,0,,The species later known as the Polis Massans begin to investigate the remains of the Eellayin civilization on Polis Massa.,,0,Legends,1,0,Other
