time,yr_cleaned,event,era,sub_era,start,y-key
3675 BBY,3675 BBY,Qyzen Fess is born.,Inter-Sith Wars period,0,-3675,0
3673 BBY,3673 BBY,Felix Iresso is born on Rehemsa.,Inter-Sith Wars period,0,-3673,0
3673 BBY,3673 BBY,Aric Jorgan is born on Rendili.,Inter-Sith Wars period,0,-3673,1
3672 BBY,3672 BBY,Kaliyo Djannis is born on Rattatak. (Approximate date),Inter-Sith Wars period,0,-3672,0
3672 BBY,3672 BBY,Tharan Cedrax is born on Anaxes.,Inter-Sith Wars period,0,-3672,1
3671 BBY,3671 BBY,Pierce is born on Ziost.,Inter-Sith Wars period,0,-3671,0
3671 BBY,3671 BBY,The Republic score their first major victory against the Sith Empire at the First Battle of Bothawui. The Empire would send a much larger force to Bothawui after their initial defeat and faced the Republic in a second battle considered to the the bloodiest battle in the war up to that point; the battle ultimately ended in a stalemate.,Inter-Sith Wars period,0,-3671,1
3670 BBY,3670 BBY,Archiban Frodrick Kimble is born on Ralltiir.,Inter-Sith Wars period,0,-3670,0
3670 BBY,3670 BBY,Balmorra is invaded by the Sith Empire.,Inter-Sith Wars period,0,-3670,1
3670 BBY,3670 BBY,"The Jedi finally liberate the Kanz sector from the Myrialites, ending the Kanz Disorders.[1]",Inter-Sith Wars period,0,-3670,2
3667 BBY,3667 BBY,"Imperial Intelligence sponsors a Mandalorian gladiator in hopes of using him to rally the Mandalorians to the Sith Empire's side. Eventually, after a string of fixed victories, the gladiator is given the ancient title of Mandalore by cheering crowds in a Geonosian arena.[97]",Inter-Sith Wars period,0,-3667,0
3667 BBY,3667 BBY,Darth Malgus leads an attack on Alderaan to try and gain a foothold for the Sith Empire in the Core Worlds. The attack fails due to the efforts of Havoc Squad and Satele Shan.,Inter-Sith Wars period,0,-3667,1
3666 BBY,3666 BBY,Raina Temple is born on Dromund Kaas.,Inter-Sith Wars period,0,-3666,0
3665 BBY,3665 BBY,Corso Riggs is born on Ord Mantell.,Inter-Sith Wars period,0,-3665,0
3665 BBY,3665 BBY,The Sith Empire win a critical victory at the Battle of Hoth.,Inter-Sith Wars period,0,-3665,1
3664 BBY,3664 BBY,Jaesa Willsaam is born on Alderaan.,Inter-Sith Wars period,0,-3664,0
3664 BBY,3664 BBY,Nadia Grell is born on Sarkhai.,Inter-Sith Wars period,0,-3664,1
3663 BBY,3663 BBY,Kira Carsen is born on Dromund Kaas.[26],Inter-Sith Wars period,0,-3663,0
3663 BBY,3663 BBY,Lemda Avesta is born on Makeb.[98],Inter-Sith Wars period,0,-3663,1
3662 BBY,3662 BBY,Mnah Ra'at is born.[59],Inter-Sith Wars period,0,-3662,0
3662 BBY,3662 BBY,Ashara Zavros is born on Coruscant.[26],Inter-Sith Wars period,0,-3662,1
3662 BBY,3662 BBY,Mako is born on Nar Shaddaa.[26],Inter-Sith Wars period,0,-3662,2
3662 BBY,3662 BBY,Arra Yooms is born.[99],Inter-Sith Wars period,0,-3662,3
3661 BBY,3661 BBY,Mandalore the Lesser orders a fleet to blockade the Hydian Way.,Inter-Sith Wars period,0,-3661,0
3661 BBY,3661 BBY,Serenno is captured by the Sith Empire.,Inter-Sith Wars period,0,-3661,1
3660 BBY,3660 BBY,"The Blockade of the Hydian Way comes to an end thanks to the efforts of smuggler Hylo Visz, who ambushed the Mandalorian ships with a fleet of smuggling freighters.",Inter-Sith Wars period,0,-3660,0
3660 BBY,3660 BBY,Torian Cadera is born on Geonosis.,Inter-Sith Wars period,0,-3660,1
3660 BBY,3660 BBY,The Battle of Ord Radama takes place.,Inter-Sith Wars period,0,-3660,2
3655 BBY,3655 BBY,Mako escapes from Nar Shaddaa.,Inter-Sith Wars period,0,-3655,0
3653 BBY,3653 BBY,"The Empire sacks Coruscant, destroying the Jedi Temple and inflicting mass casualties, including Supreme Chancellor Berooken and Jedi Grand Master Zym. They hold the planet hostage as the Republic, who had been tricked into attending peace negotiations on Alderaan, are forced to sign the Treaty of Coruscant, which ends the Great War, beginning the period of covert conflicts and private wars known as the Cold War .",Inter-Sith Wars period,0,-3653,0
3653 BBY,3653 BBY,The Black Sun crime syndicate is founded.,Inter-Sith Wars period,0,-3653,1
3653 BBY,3653 BBY,Kira Carsen flees from Dromund Kaas after learning that she is one of the Children of the Emperor.,Inter-Sith Wars period,0,-3653,2
3651 BBY,3651 BBY,"Satele Shan rediscovers the planet of Tython, a deed that gains her the rank of Jedi Master, and later Grand Master following the death of Grand Master Zym, and the Order relocates to Tython.[100]",Inter-Sith Wars period,0,-3651,0
3650 BBY,3650 BBY,The Jedi Order begins construction of a new Jedi Temple on Tython.[100],Inter-Sith Wars period,0,-3650,0
3648 BBY,3648 BBY,The Republic begins the Taris Resettlement Initiative.[101],Inter-Sith Wars period,0,-3648,0
3647 BBY,3647 BBY,Construction of the Jedi Temple on Tython comes to a close.[102],Inter-Sith Wars period,0,-3647,0
3645 BBY,3645 BBY,"Kira Carsen is discovered on Nar Shaddaa by Jedi Master Bela Kiwiiks, who decides to take the girl as her Padawan learner.",Inter-Sith Wars period,0,-3645,0
3643 BBY,3643 BBY,"The Mandalorians hold the sixth Great Hunt, a galaxy-wide competition between bounty hunters and other competing warriors.",Inter-Sith Wars period,0,-3643,0
3643 BBY,3643 BBY,Havoc Squad defects to the Sith Empire.,Inter-Sith Wars period,0,-3643,1
3643 BBY,3643 BBY,The Rift Alliance is founded.,Inter-Sith Wars period,0,-3643,2
3643 BBY,3643 BBY,"The Cold War begins to collapse as a number of proxy conflicts erupt between the Republic and the Empire, such as Darth Angral's private war on the Republic, the Alderaan Civil War, and the Separatist War on Ord Mantell.",Inter-Sith Wars period,0,-3643,3
3642 BBY,3642 BBY,The Galactic War breaks out as the tense peace of the Cold War collapses.,Inter-Sith Wars period,0,-3642,0
3642 BBY,3642 BBY,Balmorra is liberated by the Republic after nearly three decades of Imperial occupation.,Inter-Sith Wars period,0,-3642,1
3642 BBY,3642 BBY,"After spending three centuries as the Sith Emperor's captive, Revan finally escapes from captivity during the Battle of the Maelstrom. Grand Moff Rycus Kilran is killed during the battle.",Inter-Sith Wars period,0,-3642,2
3642 BBY,3642 BBY,"Revan captures the Foundry, an ancient Rakata space station capable of mass-producing battle droids on a very large scale. However, an Imperial task force lead by Darth Malgus would catch up with Revan, and he would fall in combat.",Inter-Sith Wars period,0,-3642,3
3641 BBY,3641 BBY,Darth Malgus declares the formation of the New Empire on Ilum. This prompts the Republic and Empire to temporarily put aside their differences and work together to defeat Malgus.,Inter-Sith Wars period,0,-3641,0
3641 BBY,3641 BBY,"Supreme Chancellor Dorian Janarus is assassinated. Leontyne Saresh, Governor of Taris, is elected as his successor.",Inter-Sith Wars period,0,-3641,1
3641 BBY,3641 BBY,"Darth Baras leads a coup of the Sith Empire, proclaiming himself to be the Voice of the Emperor after trapping the Emperor on Voss. Baras' coup would be thwarted after he was killed by his apprentice. The apprentice is subsequently named the Emperor's Wrath.",Inter-Sith Wars period,0,-3641,2
3641 BBY,3641 BBY,The Sith Emperor is seemingly killed by the Hero of Tython during a battle on Dromund Kaas after his attempt to conduct a ritual that would have consumed all life in the galaxy.,Inter-Sith Wars period,0,-3641,3
3640 BBY,3640 BBY,"Through Operation End Game, the Republic destroys the Ascendant Spear, a prototype warship commanded by Darth Karrid.[103]",Inter-Sith Wars period,0,-3640,0
3639 BBY,3639 BBY,"The Empire manages to stabilize Makeb's core as it begins to tear the planet apart, saving the planet from complete destruction.",Inter-Sith Wars period,0,-3639,0
3639 BBY,3639 BBY,"The Hutt Cartel, under the leadership of Supreme Mogul Toborro, invades the neutral world of Makeb in order to harvest the isotope-5 in the planet's core. The Republic lends the people of Makeb aid, while the weakened Empire undertakes a cover mission to secure isotope-5 reserves for themselves.",Inter-Sith Wars period,0,-3639,1
3639 BBY,3639 BBY,The Dread Masters are finally eliminated on the moon of Oricon.,Inter-Sith Wars period,0,-3639,2
3638 BBY,3638 BBY,The sith Emperor Vitiate consumes all life on Ziost.,Inter-Sith Wars period,0,-3638,0
3638 BBY,3638 BBY,Revan dies for the final time on Yavin 4.,Inter-Sith Wars period,0,-3638,1
3637 BBY,3637 BBY,The Eternal Empire reveals itself and begins its conquest of the galaxy.,Inter-Sith Wars period,0,-3637,0
3637 BBY,3637 BBY,The Outlander is captured and frozen in carbonite.,Inter-Sith Wars period,0,-3637,1
3632 BBY,3632 BBY,The Eternal Alliance is founded by The Commander to oppose the Eternal Empire's rule of the galaxy.,Inter-Sith Wars period,0,-3632,0
3630 BBY,3630 BBY,Vitiate dies for the final time on Zakuul.,Inter-Sith Wars period,0,-3630,0
3630 BBY,3630 BBY,The Third Galactic War commences.,Inter-Sith Wars period,0,-3630,1
3500 BBY,3500 BBY,"Republic scouts discover the moon of Iktotchon, home of the Iktotchi species, and are astonished to see the seal of the Republic carved into a high plateau on the moon's largest continent. The precognitive Iktotchi predicted the Republic's arrival by several weeks, and the Iktotchi leaders have gathered at the massive carving for their first contact with other species.[38]",Inter-Sith Wars period,0,-3500,0
3400 BBY,3400 BBY,"Two Sith, The Dreamer and The Monster-Slayer, duel, ending in the death of both.[104]",Inter-Sith Wars period,0,-3400,0
3350 BBY,3350 BBY,The Centrality is founded as an independent territory.[1],Inter-Sith Wars period,0,-3350,0
3300 BBY,3300 BBY,The environmental chaos on Sraato caused by the meteor storm finally comes to an end.[18],Inter-Sith Wars period,0,-3300,0
3200 BBY,3200 BBY,"The Yavin system is rediscovered by probe droids exploring the Perlemian Trade Route's spurs, but is cataloged as uninhabitable.[22]",Inter-Sith Wars period,0,-3200,0
3100 BBY,3100 BBY,"The Hapan Queen Mother seals the borders of the Hapes Consortium, beginning thousands of years of isolation.[1]",Inter-Sith Wars period,0,-3100,0
3060 BBY,3060 BBY,Varner Hilts is born on Kesh.,Inter-Sith Wars period,0,-3060,0
3053 BBY,3053 BBY,Vandelhelm is discovered by two independent prospectors Vandel and Helm.[105],Inter-Sith Wars period,0,-3053,0
3025 BBY,3025 BBY,"Caretaker Varner Hilts coins the term ""The Time of the Rot"" to describe the period of upheaval and civil unrest on Kesh.[58]",Inter-Sith Wars period,0,-3025,0
3017 BBY,3017 BBY,"The Seventeenth Alsakan Conflict, the last of such conflicts, comes to an end.[1]",Inter-Sith Wars period,0,-3017,0
3000 BBY,3000 BBY,Varner Hilts becomes Grand Lord of the Lost Tribe of Sith.,Inter-Sith Wars period,0,-3000,0
3000 BBY,3000 BBY,The planet Jabiim is colonized.[41],Inter-Sith Wars period,0,-3000,1
3000 BBY,3000 BBY,"The Hapan Royal Guard, or Chume'doro, first begins service as the Queen Mother's protectors.[41]",Inter-Sith Wars period,0,-3000,2
3000 BBY,3000 BBY,The Gungan species on the planet Naboo undergoes a civil war[1] that leads to their unification under Boss Gallo and the founding of the city of Otoh Gunga.[106],Inter-Sith Wars period,0,-3000,3
3000 BBY,3000 BBY,"The Paecian Empire colonizes the planet Dathomir,[1] using it as a penal colony. (Approximate date)[107]",Inter-Sith Wars period,0,-3000,4
2992 BBY,2992 BBY,The Paecian Empire collapses.[107],Inter-Sith Wars period,0,-2992,0
2989 BBY,2989 BBY,The Talecalle volcano chain erupts before entering a dormant stage that lasts for three thousand years.[108],Inter-Sith Wars period,0,-2989,0
2975 BBY,2975 BBY,High Lord Edell Vrai's mission to the continent of Alanciar ends in failure as the Alanciari shoot down the Tribe's airships.[109],Inter-Sith Wars period,0,-2975,0
2975 BBY,2975 BBY,"High Lord Korsin Bentado attempts to invade Alanciar, but is also repelled by the Alanciari. He and the remainder of his forces then assassinate the entire Alanciari War Cabinet.[109]",Inter-Sith Wars period,0,-2975,1
2975 BBY,2975 BBY,"Edell Vrai and Alanciari allies halt Bentado's attempt to create a ""Second Tribe"" on Alanciar, and the Lost Tribe annexes Alanciar with minimal hostilities.[109]",Inter-Sith Wars period,0,-2975,2
2974 BBY,2974 BBY,"Dreypa's invasion ends with the Sith Lord's death, and the Tribe reasserts control of Kesh.[110]",Inter-Sith Wars period,0,-2974,0
2974 BBY,2974 BBY,"After the Tribe discovers the polar continent of Eshkrene, a chain of events result in the release of the ancient Sith Lord Remulus Dreypa from his imprisonment.[110]",Inter-Sith Wars period,0,-2974,1
2974 BBY,2974 BBY,"Baron Dreypa leads a revolt against the Lost Tribe and unearths his Leviathans from Sessal Spire, and then leads an invasion of the city of Tahv.[110]",Inter-Sith Wars period,0,-2974,2
2519 BBY,2519 BBY,The main hall of the Jedi Archives is constructed.[111],Inter-Sith Wars period,0,-2519,0
2500 BBY,2500 BBY,"Prospectors discover that the core of Yavin Prime has fused hydrogen and carbon into Corusca gems, sparking a mining rush that dies out less than a century later.[22]",Inter-Sith Wars period,0,-2500,0
2500s BBY,2500s BBY,"The ""battleship era"" comes to an end thanks to economic strains, and tacticians largely start to prefer fleets of smaller cruisers.[31]",Inter-Sith Wars period,0,-2500,1
2367 BBY,2367 BBY,The first Priole Danna Festival is held on Lamuir IV.[112],Inter-Sith Wars period,0,-2367,0
2320 BBY,2320 BBY,The planet Taanab is settled as an agricultural outpost.[1],Inter-Sith Wars period,0,-2320,0
2219 BBY,2219 BBY,The Saffa species begins a period that sees them create Saffa paintings.[113],Inter-Sith Wars period,0,-2219,0
2203 BBY,2203 BBY,"The Shapani Bypass was established, being used as a shortcut for Bacta transport between Thyferra and the Core Worlds.[72]",Inter-Sith Wars period,0,-2203,0
2200 BBY,2200 BBY,"The Mining Guild claims the planet Ruusan along with a number of other worlds in the Teraab sector, but Ruusan's mineral deposits prove disappointing.[1]",Inter-Sith Wars period,0,-2200,0
2132 BBY,2132 BBY,"The Breath Stealing occurs on Alphoresis, an event that claims the lives of every child under the age of eight.[114]",Inter-Sith Wars period,0,-2132,0
2022 BBY,2022 BBY,Durge is born.[115],Inter-Sith Wars period,0,-2022,0
2000 BBY,2000 BBY,The Draggulch Period begins.[1],Draggulch Period,0,-2000,0
2000 BBY,2000 BBY,"The New Sith Wars begins with the Fourth Great Schism: the Jedi Master Phanius leaves the Jedi Order with fifty followers and takes the name Darth Ruin as he founds the New Sith, igniting a thousand years of conflict with the Sith.[1]",Draggulch Period,0,-2000,1
2000 BBY,2000 BBY,"A group of families and friends of members of the Jedi Order flee the early battles of the New Sith Wars, settling on the Outer Rim planet of Yanibar in hopes of establishing a temporary refuge. However, the colonists' relatives and allies are killed during the conflict, causing Yanibar to be forgotten; the colonists develop the Zeison Sha Force tradition.[19]",Draggulch Period,0,-2000,2
2000 BBY,2000 BBY,"A Near-Human species immigrates to the planet Bimmisaari, where they adopt the culture of the native Bimms and are integrated into Bimm culture, also becoming known as Bimms.[4]",Draggulch Period,0,-2000,3
1989 BBY,1989 BBY,Bespin is first colonized with the commissioning of Cloud City.[82],Draggulch Period,0,-1989,0
1960 BBY,1960 BBY,The Amulet of Kalara is fashioned. (Approximate date)[116],Draggulch Period,0,-1960,0
1800 BBY,1800 BBY,"An orbital bombardment of the planets in the Uba system, a preemptive strike by the Republic to deter the native Ubese from continuing to build banned weapons, ignites superweapon caches that engulf the planets in radioactive firestorms.[38] The native Ubese are nearly exterminated by the event,[1] with the only survivors on Uba IV; some are relocated to the Ubertica system, but the event sparks a deep-seated hatred of the Republic among the Ubese.[38]",Draggulch Period,0,-1800,0
1750 BBY,1750 BBY,"The Dark Underlord seizes power and marshals his Black Knights, who raid space stations along the Zona Miki route. The Republic counter by hiring Mandalorian mercenaries who fight alongside the Jedi in battle at Malrev IV, where the Jedi Master Murrtaggh struck down the Dark Underlord.[50]",Draggulch Period,0,-1750,0
