event,era,sub-era,sub-sub-era,year-cleaned,start,end,start+deprecated,end,yearcode,year-3,year-2,year,order-code,y-key
"The mission to Skytop Station occurs; R2-D2 is rescued by Anakin Skywalker, Skytop Station is destroyed.[224]",Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),22 BBY,-22,-22,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,291,53
The mission to Rodia occurs.[225][1],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),22 BBY,-22,-22,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,292,54
Ketsu Onyo is born on Shukut. (Approximate date)[226],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),22 BBY,-22,-22,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,293,55
The rescue on the Tranquility occurs.[227][228],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,294,0
The mission to Vassek 3 occurs.[229][228],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,295,1
The skirmish at Vanqor occurs.[230][228],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,296,2
The mission to Florrum occurs.[231][228],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,297,3
The Battle of Quell occurs.[232][228],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,298,4
"The defense of Maridun occurs. With war brought to their doorstep, the pacifist Lurmen of Maridun chose to side with the Jedi, their defenders of peace, and fight against the oppressive Separatist Lok Durd.[233][228]      The Lurmen chose to take the path of resistance",Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,299,5
The skirmish on Orto Plutonia occurs.[234][228],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,300,6
The Battle of Orto Plutonia occurs.[234][228],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,301,7
The raid on Nuvo Vindi's laboratory occurs.[235][228],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,302,8
The mission to Iego occurs.[236][237],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,303,9
The destruction of the blockade over Ryloth occurs.[238][215],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,304,10
The landing at Nabat occurs.[239][215],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,305,11
The rescuing of the Nabat prisoners occurs.[239][215],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,306,12
The Battle of Ryloth ends.[240][215],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,307,13
The first battle of Felucia occurs.[241][242],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,308,14
"Hired by Darth Sidious, Cad Bane takes on a mission to the Jedi Temple, where he steals a holocron necessary for accessing the Kyber memory crystal, which contained the names of future Jedi younglings.[241][242]",Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,309,15
"During the battle of Devaron, Rodian Jedi Master Bolla Ropal, keeper of the Kyber memory crystal, is captured by Separatist commanded by Cad Bane, who tortures Ropal to death over Deveraon after the Jedi's refusal to give the bounty hunter access to the memory crystal. Bane instead threatens to kill Ahsoka Tano and thus forces Anakin Skywalker to do so at the battle before escaping.[243][242]",Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,310,16
"Cad Bane embarks on a series of kidnappings of Force-sensitive children listed in the memory crystal, taking potential younglings from Glee Anselm, Rodia, and Naboo. However, Bane is intercepted by Anakin Skywalker and Ahsoka Tano at Naboo's underwater Jan-gwa city,[244][242] which gains local notoriety as a result.[64]",Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,311,17
"Mace Windu and Obi-Wan Kenobi take charge of Skywalker and Tano's mission, tracing Cad Bane to his secret hideout, Black Stall Station, in an attempt to capture the kidnapper and liberate the stolen children. However, they fail, only retrieving the stolen holocron and its memory crystal, though Skywalker takes Tano to a secret facility on Mustafar, which he found to be the location of the captured infants. They ultimately foil Darth Sidious' plan to create an army of Force-talented spies in his service, and rescue the two kidnapped children.[244][242]",Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,312,18
The destruction of Felucia Medical Station HCTFF2 occurs.[245][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,313,19
The skirmish on Felucia occurs.[245][246]      Seven warriors taught the otherwise defenseless farmers of Akira to fight for their own place on the perilous world of Felucia,Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,314,20
The Battle of Malastare occurs.[193][246][11],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,315,21
The Zillo Beast incident occurs.[247][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,316,22
The mission to Cato Neimoidia occurs.[248][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,317,23
The Battle near Dorin occurs.[249][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,318,24
The Second Battle of Geonosis occurs.[249][1][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,319,25
"As Supreme Chancellor Palpatine, Darth Sidious presents the battle station plans given to him by Dooku at the outbreak of the Clone War to the Republic Strategic Advisory Cell, which begins building the battle station in secret over Geonosis with unlimited funding for fear that the Separatist Alliance was developing a similar weapon elsewhere.[120]",Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,320,26
The defense of Dantooine occurs.[250][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,321,27
The skirmish aboard TB-73 occurs.[250][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,322,28
The capture of Eeth Koth occurs.[251][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,323,29
The Battle of Saleucami occurs.[251][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,324,30
The sneak attack on Roche occurs.[120][source?],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,325,31
The attack on a Republic cruiser occurs.[43][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,326,32
The bombing of the Memorial Shrine occurs.[43][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,327,33
The skirmish on Concordia occurs.[43][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,328,34
The skirmish aboard the Coronet occurs.[159][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,329,35
The bombing on Kalevala occurs.[252][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,330,36
The plot to assassinate Satine Kryze occurs.[252][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,331,37
The sabotage of the Endurance occurs.[253][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,332,38
The mission to Vanqor occurs.[254][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,333,39
The second mission to Florrum occurs.[255][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,334,40
The Mandalorian black market conspiracy occurs.[256][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,335,41
The skirmish at the Sundari docks occurs.[256][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,336,42
The Balith civil war occurs.[257][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,337,43
The Alderaan Refugee Conference occurs.[257][246],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,338,44
The Battle of Kamino occurs.[258][11],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,339,45
The blockade of Pantora occurs.[259][260]      Clone troopers defended their home against the Separatist onslaught at Tipoca City.,Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,340,46
The kidnapping of the Papanoida daughters occurs.[259][260],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,341,47
The rescue on the Pantora Droid Control Ship occurs.[259][260],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,342,48
The rescue in Chalmun's Cantina occurs.[259][260],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,343,49
The Senate hostage crisis occurs.[261][260],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,344,50
The showdown on Teth occurs.[262][260],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,345,51
An unidentified Jedi ceremony occurs.[263][260],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,346,52
"Senators Padmé Amidala and Mina Bonteri attempt a Confederate–Republic peace initiative, but it is disrupted by Count Dooku with the bombing of Coruscant's central power distribution grid.[264][11]",Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,347,53
Sabine Wren is born on Krownest. (Chronology undefined)[265][55],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,348,54
Jyn Erso is born to Galen and Lyra Erso on Vallt.[120] (Approximate date)[source?],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,349,55
A farming accident on Raada injures Selda and kills the Larte sisters' parents. (Approximate date)[266],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,350,56
"By this point, the Republic Special Weapons Group's plans for both an automated battlemoon asteroid and a torpedo siege platform—developed after the Naboo Crisis—were ruled out at the design stage as a result of the Republic's then pacifistic leanings and the consequent lack of funding.[120]",Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21 BBY,-21,-21,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,351,57
The Coruscant mandatory blackouts occur.[267][268],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21–20 BBY,-21,-20,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,352,58
The attack on Confederate people occurs.[267][268],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21–20 BBY,-21,-20,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,353,59
The funeral of Onaconda Farr occurs.[269][268],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),21–20 BBY,-21,-20,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,354,60
Construction of the Death Star begins over Geonosis.[21][source?],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),20 BBY,-20,-20,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,355,0
The Battle of Sullust occurs.[270][1],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),20 BBY,-20,-20,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,356,1
The mission to Serenno occurs.[270][271],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),20 BBY,-20,-20,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,357,2
The Devaron massacre occurs.[272][271],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),20 BBY,-20,-20,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,358,3
The showdown at Toydaria occurs.[273][271],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),20 BBY,-20,-20,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,359,4
"Anakin Skywalker, Obi-Wan Kenobi, and Ahsoka Tano travel to Mortis.[274][271]      Through improvised tactics, a Republic strike team won the Battle of Lola Sayu.",Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),20 BBY,-20,-20,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,360,5
The capture of Even Piell occurs.[275][271],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),20 BBY,-20,-20,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,361,6
The Battle of Lola Sayu[102] occurs.[275][271],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),20 BBY,-20,-20,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,362,7
The funeral of Even Piell occurs.[276][271],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),20 BBY,-20,-20,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,363,8
The second Battle of Felucia occurs.[277][271],Republic Era (c. 1000–19 BBY),Fall of the Republic (32–19 BBY),Clone Wars (22–19 BBY),20 BBY,-20,-20,-22,-19,2,22–19 BBY,32–19 BBY,c. 1000–19 BBY,364,9
